"Paper_title"	"Paper_author"	"Data_extraction_method"	"Sel_coeff"	"Error_new"	"Sel_temp"	"Assay_temp"	"Rel_assay_temp"	"Abs_rel_assay_temp"	"Sign"	"No_of_Gen"	"Recombination"	"Type_Gen_var"	"Anc_vs_Control"	"Study_ID"	"Curve_ID"	"Genus"	"Species"	"Scientific_name"
"165"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.395093893	0.066542129	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"68"	"Escherichia"	"coli"	"Escherichia coli"
"166"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.164969029	0.033271065	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"69"	"Escherichia"	"coli"	"Escherichia coli"
"167"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.187149739	0.054758627	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"70"	"Escherichia"	"coli"	"Escherichia coli"
"168"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.332710647	0.05406548	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"71"	"Escherichia"	"coli"	"Escherichia coli"
"169"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.345187296	0.036736801	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"72"	"Escherichia"	"coli"	"Escherichia coli"
"170"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.123380198	0.024953299	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"73"	"Escherichia"	"coli"	"Escherichia coli"
"171"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.124766493	0.048520303	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"74"	"Escherichia"	"coli"	"Escherichia coli"
"172"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.458863434	0.060303805	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"75"	"Escherichia"	"coli"	"Escherichia coli"
"173"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.214875626	0.053372333	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"76"	"Escherichia"	"coli"	"Escherichia coli"
"174"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.487282468	0.094961164	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"77"	"Escherichia"	"coli"	"Escherichia coli"
"175"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.268247959	0.03188477	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"78"	"Escherichia"	"coli"	"Escherichia coli"
"176"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.327165469	0.039509389	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"79"	"Escherichia"	"coli"	"Escherichia coli"
"177"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.309143643	0.064462688	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"80"	"Escherichia"	"coli"	"Escherichia coli"
"178"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.274486284	0.027725887	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"81"	"Escherichia"	"coli"	"Escherichia coli"
"179"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.531643887	0.092881722	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"82"	"Escherichia"	"coli"	"Escherichia coli"
"180"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.338255824	0.075553043	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"83"	"Escherichia"	"coli"	"Escherichia coli"
"181"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.304291612	0.072780454	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"84"	"Escherichia"	"coli"	"Escherichia coli"
"182"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.192001769	0.066542129	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"85"	"Escherichia"	"coli"	"Escherichia coli"
"183"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.280031461	0.021487563	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"86"	"Escherichia"	"coli"	"Escherichia coli"
"184"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.275179431	0.026339593	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"87"	"Escherichia"	"coli"	"Escherichia coli"
"185"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.26547537	0.069314718	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"88"	"Escherichia"	"coli"	"Escherichia coli"
"186"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.44014846	0.042281978	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"89"	"Escherichia"	"coli"	"Escherichia coli"
"187"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.465101758	0.077632484	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"90"	"Escherichia"	"coli"	"Escherichia coli"
"188"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.325086028	0.050599744	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"91"	"Escherichia"	"coli"	"Escherichia coli"
"189"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.159423852	0.05891751	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"92"	"Escherichia"	"coli"	"Escherichia coli"
"190"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.150412938	0.043668272	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"93"	"Escherichia"	"coli"	"Escherichia coli"
"191"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.424206075	0.02703274	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"94"	"Escherichia"	"coli"	"Escherichia coli"
"192"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.433910135	0.067928424	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"95"	"Escherichia"	"coli"	"Escherichia coli"
"193"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.207944154	0.038123095	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"96"	"Escherichia"	"coli"	"Escherichia coli"
"194"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.264089076	0.022873857	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"97"	"Escherichia"	"coli"	"Escherichia coli"
"195"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.295973846	0.033271065	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"98"	"Escherichia"	"coli"	"Escherichia coli"
"196"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.377072066	0.042281978	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"99"	"Escherichia"	"coli"	"Escherichia coli"
"197"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.268247959	0.032577917	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"100"	"Escherichia"	"coli"	"Escherichia coli"
"198"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.196853799	0.047134008	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"101"	"Escherichia"	"coli"	"Escherichia coli"
"199"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.239135777	0.024953299	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"102"	"Escherichia"	"coli"	"Escherichia coli"
"200"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.299439582	0.056838069	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"103"	"Escherichia"	"coli"	"Escherichia coli"
"201"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.262702781	0.048520303	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"104"	"Escherichia"	"coli"	"Escherichia coli"
"202"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.263395929	0.036736801	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"105"	"Escherichia"	"coli"	"Escherichia coli"
"203"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.327858616	0.038816242	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"106"	"Escherichia"	"coli"	"Escherichia coli"
"204"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.204478418	0.019408121	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"107"	"Escherichia"	"coli"	"Escherichia coli"
"205"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.241908366	0.028419034	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"108"	"Escherichia"	"coli"	"Escherichia coli"
"206"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.300132729	0.056144922	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"109"	"Escherichia"	"coli"	"Escherichia coli"
"207"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.259930193	0.036736801	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"110"	"Escherichia"	"coli"	"Escherichia coli"
"208"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.449159373	0.02703274	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"111"	"Escherichia"	"coli"	"Escherichia coli"
"209"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.318847703	0.038123095	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"112"	"Escherichia"	"coli"	"Escherichia coli"
"210"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.422126633	0.046440861	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"113"	"Escherichia"	"coli"	"Escherichia coli"
"211"	"Different tradeoffs result from alternate genetic adaptations to a common environment"	"(Rodriguez-Verdugo et al., 2014)	"	"Supplementary information"	0.374299478	0.056144922	42.2	42.2	0	0	"high"	2000	"no"	"denovo"	"Anc"	"Rodriguez_Verdugo_et_al_2014"	"114"	"Escherichia"	"coli"	"Escherichia coli"
"212"	"Keeping your options open: Maintenance of thermal plasticity during adaptation to a stable environment"	"Fragata"	"Supplementary information"	-0.14986984	0.050965068	18	18	0	0	"equal"	28	"yes"	"standing"	"Control"	"Fragata"	"Fragata_1"	"Drosophila"	"subobscura"	"Drosophila subobscura"
"213"	"Keeping your options open: Maintenance of thermal plasticity during adaptation to a stable environment"	"Fragata"	"Supplementary information"	-0.151083236	0.053063936	18	18	0	0	"equal"	28	"yes"	"standing"	"Control"	"Fragata"	"Fragata_2"	"Drosophila"	"subobscura"	"Drosophila subobscura"
"214"	"Keeping your options open: Maintenance of thermal plasticity during adaptation to a stable environment"	"Fragata"	"Supplementary information"	-0.125291371	0.04519675	18	18	0	0	"equal"	28	"yes"	"standing"	"Control"	"Fragata"	"Fragata_3"	"Drosophila"	"subobscura"	"Drosophila subobscura"
"215"	"Genomic processes underlying rapid adaptation of a natural Chironomus riparius population to unintendedly applied experimental selection pressures	"	"(Pfenninger and Foucault, 2020)"	"Author"	0.087368985	0.012867369	26	26	0	0	"high"	65	"yes"	"standing"	"Control"	"Pfenninger_and_Foucault_2020"	"Pfenninger_and_Foucault_2020_1"	"Chironomus"	"riparius"	"Chironomus riparius"
"216"	"Genomic processes underlying rapid adaptation of a natural Chironomus riparius population to unintendedly applied experimental selection pressures	"	"(Pfenninger and Foucault, 2020)"	"Author"	0.017087728	0.01782	20	20	0	0	"high"	44	"yes"	"standing"	"Control"	"Pfenninger_and_Foucault_2020"	"Pfenninger_and_Foucault_2020_2"	"Chironomus"	"riparius"	"Chironomus riparius"
"217"	"Thermal evolution of pre-adult life history traits, geometric size and shape, and developmental stability in Drosophila subobscura	"	"Santos_M"	"Graph"	-0.002266839	0.031508504	13	13	0	0	"low"	29	"yes"	"standing"	"Control"	"Santos_M"	"Santos_M_1"	"Drosophila"	"subobscura"	"Drosophila subobscura"
"218"	"Thermal evolution of pre-adult life history traits, geometric size and shape, and developmental stability in Drosophila subobscura	"	"Santos_M"	"Graph"	0.012829404	0.033996652	22	22	0	0	"high"	52	"yes"	"standing"	"Control"	"Santos_M"	"Santos_M_2"	"Drosophila"	"subobscura"	"Drosophila subobscura"
"219"	"Adaptation of phytoplankton to a decade of experimental warming linked to increased photosynthesis"	"(Schaum et al., 2017)"	"Graph"	-0.08022769	0.084110923	22	22	0	0	"high"	NA	"no"	"standing"	"Control"	"Schaum_et_al_2017"	"Schaum_et_al_2017_1"	"Chlamydomonas"	"reinhardtii"	"Chlamydomonas reinhardtii"
"220"	"Evolution of thermal dependence of growth rate of Escherichia coli populations during 20,000 generations in a constant environment	"	"(Cooper et al., 2001)"	"Graph"	0.147293776	0.018963089	37	37	0	0	"equal"	20000	"no"	"denovo"	"Anc"	"Cooper_et_al_2001"	"Cooper_et_al_2001_1"	"Escherichia"	"coli"	"Escherichia coli"
"221"	"Evolutionary adaptation to temperature .4. Adaptation of Escherichia coli at a niche boundary	"	"Mongold_et_al"	"Graph"	0.066084014	0.017854111	20	20	0	0	"low"	2000	"no"	"denovo"	"Anc"	"Mongold_et_al"	"Mongold_1"	"Escherichia"	"coli"	"Escherichia coli"
"222"	"Species interactions mediate thermal evolution"	"(Tseng et al., 2019)"	"Supplementary information"	0.109016304	0.135285044	18	18	0	0	"high"	15	"no"	"standing"	"Control"	"Tseng_et_al_2019"	"Tseng_et_al_2019_1"	"Daphnia"	"pulex"	"Daphnia pulex"
"223"	"Species interactions mediate thermal evolution"	"(Tseng et al., 2019)"	"Supplementary information"	0.145739438	0.171810151	18	18	0	0	"high"	15	"no"	"standing"	"Control"	"Tseng_et_al_2019"	"Tseng_et_al_2019_2"	"Daphnia"	"pulex"	"Daphnia pulex"
"224"	"Nitrogen limitation inhibits marine diatom adaptation to high temperatures	"	"(Aranguren-Gassis et al., 2019)"	"Supplementary information"	0.40347737	0.042880685	31	31	0	0	"high"	100	"no"	"denovo"	"Control"	"Aranguren_Gassis_et_al_2019"	"Aranguren_Gassis_et_al_2019_1"	"Chaetoceros"	"simplex"	"Chaetoceros simplex"
"225"	"Nitrogen limitation inhibits marine diatom adaptation to high temperatures	"	"(Aranguren-Gassis et al., 2019)"	"Supplementary information"	-0.039063886	0.056352723	31	31	0	0	"high"	100	"no"	"denovo"	"Control"	"Aranguren_Gassis_et_al_2019"	"Aranguren_Gassis_et_al_2019_2"	"Chaetoceros"	"simplex"	"Chaetoceros simplex"
"226"	"Nitrogen limitation inhibits marine diatom adaptation to high temperatures	"	"(Aranguren-Gassis et al., 2019)"	"Supplementary information"	0.074239869	0.042836101	31	31	0	0	"high"	100	"no"	"denovo"	"Control"	"Aranguren_Gassis_et_al_2019"	"Aranguren_Gassis_et_al_2019_3"	"Chaetoceros"	"simplex"	"Chaetoceros simplex"
"227"	"Nitrogen limitation inhibits marine diatom adaptation to high temperatures	"	"(Aranguren-Gassis et al., 2019)"	"Supplementary information"	0.332992601	0.049969391	31	31	0	0	"high"	100	"no"	"denovo"	"Control"	"Aranguren_Gassis_et_al_2019"	"Aranguren_Gassis_et_al_2019_4"	"Chaetoceros"	"simplex"	"Chaetoceros simplex"
"228"	"Temporal Variation Favors the Evolution of Generalists in Experimental Populations of Drosophila Melanogaster	"	"(Condon et al., 2014)	"	"Graph"	0.960744311	0.519164832	16	16	0	0	"low"	32	"yes"	"standing"	"Control"	"Condon"	"Condon_1"	"Drosophila"	"melanogaster"	"Drosophila melanogaster"
"229"	"Neurospora discreta as a model to assess adaptation of soil fungi to warming	"	"(Romero-Olivares et al., 2015)	"	"Graph"	4.074626866	0.787352698	28	28	0	0	"high"	1500	"no"	"denovo"	"Anc"	"Romero_Olivares_et_al_2015"	"Romero_Olivares_et_al_2015_1"	"Neurospora"	"discreta"	"Neurospora discreta"
"230"	"Neurospora discreta as a model to assess adaptation of soil fungi to warming	"	"(Romero-Olivares et al., 2015)	"	"Graph"	1.319248826	0.246020243	16	16	0	0	"high"	1500	"no"	"denovo"	"Anc"	"Romero_Olivares_et_al_2015"	"Romero_Olivares_et_al_2015_2"	"Neurospora"	"discreta"	"Neurospora discreta"
